STORE;DATE;TEMPERATURE;FUEL_PRICE;MARKDOWN1;MARKDOWN2;MARKDOWN3;MARKDOWN4;MARKDOWN5;CPI;UNEMPLOYMENT;ISHOLIDAY;WEEKLY_SALES
1;12/08/2011;90.76;3.638;NA;NA;NA;NA;NA;2.156.057.878;7.962;FALSE;14539.79
1;19/08/2011;89.94;3.554;NA;NA;NA;NA;NA;2.156.693.107;7.962;FALSE;14689.24
1;26/08/2011;87.96;3.523;NA;NA;NA;NA;NA;2.157.332.258;7.962;FALSE;14537.37
1;02/09/2011;87.83;3.533;NA;NA;NA;NA;NA;2.157.971.409;7.962;FALSE;15277.27
1;09/09/2011;76;3.546;NA;NA;NA;NA;NA;215.861.056;7.962;TRUE;17746.68
1;16/09/2011;79.94;3.526;NA;NA;NA;NA;NA;2.160.410.526;7.962;FALSE;18535.48
1;23/09/2011;75.8;3.467;NA;NA;NA;NA;NA;2.163.758.246;7.962;FALSE;17859.3
1;30/09/2011;79.69;3.355;NA;NA;NA;NA;NA;2.167.105.965;7.962;FALSE;18337.68
1;07/10/2011;69.31;3.285;NA;NA;NA;NA;NA;2.170.453.684;7.866;FALSE;20797.58
1;14/10/2011;71.74;3.274;NA;NA;NA;NA;NA;2.173.552.733;7.866;FALSE;23077.55
1;21/10/2011;63.71;3.353;NA;NA;NA;NA;NA;2.175.159.762;7.866;FALSE;23351.8
1;28/10/2011;66.57;3.372;NA;NA;NA;NA;NA;2.176.766.791;7.866;FALSE;31579.9
1;04/11/2011;54.98;3.332;NA;NA;NA;NA;NA;217.837.382;7.866;FALSE;39886.06
1;11/11/2011;59.11;3.297;10382.9;6115.67;215.07;2406.62;6551.42;2.179.980.849;7.866;FALSE;18689.54
1;18/11/2011;62.25;3.308;6074.12;254.39;51.98;427.39;5988.57;2.182.205.088;7.866;FALSE;19050.66
1;25/11/2011;60.14;3.236;410.31;98;55805.51;8;554.92;2.184.676.211;7.866;TRUE;20911.25
1;02/12/2011;48.91;3.172;5629.51;68;1398.11;2084.64;20475.32;2.187.147.333;7.866;FALSE;25293.49
1;09/12/2011;43.93;3.158;4640.65;19;105.02;3639.42;14461.82;2.189.618.456;7.866;FALSE;33305.92
1;16/12/2011;51.63;3.159;5011.32;67;347.37;225.79;4011.37;2.191.794.533;7.866;FALSE;45773.03
1;23/12/2011;47.96;3.112;2725.36;40.48;634.7;24.9;2739.43;2.193.577.216;7.866;FALSE;46788.75
1;30/12/2011;44.55;3.129;5762.1;46011.38;260.36;983.65;4735.78;2.195.359.898;7.866;TRUE;23350.88
1;06/01/2012;49.01;3.157;6277.39;21813.16;143.1;1450.13;8483;2.197.142.581;7.348;FALSE;16567.69
1;13/01/2012;48.53;3.261;5183.29;8025.87;42.24;453.08;3719.38;2.198.925.263;7.348;FALSE;16894.4
1;20/01/2012;54.11;3.268;4139.87;2807.19;33.88;500.62;3400.21;2.199.856.893;7.348;FALSE;18365.1
1;27/01/2012;54.26;3.29;1164.46;1082.74;44;11;1222.19;2.200.788.523;7.348;FALSE;18378.16
1;03/02/2012;56.55;3.36;34577.06;3579.21;160.53;32403.87;5630.4;2.201.720.153;7.348;FALSE;23510.49
1;10/02/2012;48.02;3.409;13925.06;6927.23;101.64;8471.88;6886.04;2.202.651.783;7.348;TRUE;36988.49
1;17/02/2012;45.32;3.51;9873.33;11062.27;9.8;8409.31;3402.66;2.204.257.586;7.348;FALSE;54060.1
1;24/02/2012;57.25;3.555;9349.61;7556.01;3.2;1219.92;8143.59;220.636.902;7.348;FALSE;20124.22
1;02/03/2012;60.96;3.63;15441.4;1569;10.8;25390.88;8067.61;2.208.480.454;7.348;FALSE;20113.03
1;09/03/2012;58.76;3.669;10331.04;151.88;6;671.43;5509.84;2.210.591.887;7.348;FALSE;21140.07
1;16/03/2012;64.74;3.734;4298.16;7.5;2.02;2724.65;2017.69;2.212.118.132;7.348;FALSE;22366.88
1;23/03/2012;65.93;3.787;6118.56;9.48;4.97;426.72;3657.22;2.212.864.126;7.348;FALSE;22107.7
1;30/03/2012;67.61;3.845;10309.58;0.5;10.25;1654.17;2642.78;2.213.610.119;7.348;FALSE;28952.86
1;06/04/2012;70.43;3.891;10121.97;NA;77.98;3750.59;4510.72;2.214.356.112;7.143;FALSE;57592.12
1;13/04/2012;69.07;3.891;6186.19;3288.69;17.07;1822.55;1063.78;2.215.102.105;7.143;FALSE;34684.21
1;20/04/2012;66.76;3.877;2230.8;612.02;19.75;275.13;5747.1;2.215.640.737;7.143;FALSE;16976.19
1;27/04/2012;67.23;3.814;3221.25;NA;35.49;577.14;6222.25;2.216.179.368;7.143;FALSE;16347.6
1;04/05/2012;75.55;3.749;21290.13;NA;69.89;4977.35;3261.04;2.216.718;7.143;FALSE;17147.44
1;11/05/2012;73.77;3.688;8351.4;NA;10.52;2443.14;3127.88;2.217.256.632;7.143;FALSE;18164.2
1;18/05/2012;70.33;3.63;6154.14;NA;45.11;1675.49;5508.18;221.742.674;7.143;FALSE;18517.79
1;25/05/2012;77.22;3.561;4039.39;NA;745.19;1429.96;3631.13;221.744.944;7.143;FALSE;16963.55
1;01/06/2012;77.95;3.501;6086.21;12;370.51;148.75;3690.85;2.217.472.139;7.143;FALSE;16065.49
1;08/06/2012;78.3;3.452;8813.81;116.8;64.55;2652.04;7161.91;2.217.494.839;7.143;FALSE;17666
1;15/06/2012;79.35;3.393;5621.99;109.6;0.25;2420.28;3083.26;2.217.626.421;7.143;FALSE;17558.82
1;22/06/2012;78.39;3.346;8624.56;171.25;3.05;2524.07;7063.68;2.218.030.211;7.143;FALSE;16633.41
1;29/06/2012;84.88;3.286;3965.73;161.6;NA;435.99;4212.97;2.218.434;7.143;FALSE;15722.82
1;06/07/2012;81.57;3.227;12218.76;94.4;192.83;4066.01;6149.04;2.218.837.789;6.908;FALSE;17823.37
1;13/07/2012;77.12;3.256;7218.13;45.2;36.24;3909.38;2596.37;2.219.241.579;6.908;FALSE;16566.18
1;20/07/2012;80.42;3.311;3213;313.72;9.53;2262.02;3228.19;2.219.327.267;6.908;FALSE;16348.06
1;27/07/2012;82.66;3.407;7146.9;389.02;1.59;10267.54;4325.19;2.219.412.954;6.908;FALSE;15731.18
1;03/08/2012;86.11;3.417;27584.78;119.98;30.23;12007.04;4661.71;2.219.498.642;6.908;FALSE;16628.31
1;10/08/2012;85.05;3.494;11436.22;245;6.85;6964.26;4836.22;2.219.584.329;6.908;FALSE;16119.92
1;17/08/2012;84.85;3.571;3662.06;137.86;4.84;2752.2;3446.15;2.220.384.109;6.908;FALSE;17330.7
1;24/08/2012;77.66;3.62;6237.83;260.06;2.97;3463.03;7988.25;2.221.719.457;6.908;FALSE;16286.4
1;31/08/2012;80.49;3.638;21442.73;102.32;21.7;13209.64;3032.96;2.223.054.805;6.908;FALSE;16680.24
1;07/09/2012;83.96;3.73;5204.68;35.74;50.94;4120.32;2737.17;2.224.390.153;6.908;TRUE;18322.37
1;14/09/2012;74.97;3.717;17212.52;7;18.79;1523.11;7992.72;2.225.820.193;6.908;FALSE;19616.22
1;21/09/2012;69.87;3.721;6352.3;7.64;4.69;1010.06;6456.71;2.227.818.386;6.908;FALSE;19251.5
1;28/09/2012;76.08;3.666;3666.27;7.64;1.65;1417.96;4744.28;2.229.816.579;6.908;FALSE;18947.81
1;05/10/2012;68.55;3.617;8077.89;NA;18.22;3617.43;3626.14;2.231.814.772;6.573;FALSE;21904.47
1;12/10/2012;62.99;3.601;2086.18;NA;8.11;602.36;5926.45;2.233.812.965;6.573;FALSE;22764.01
1;19/10/2012;67.97;3.594;950.33;NA;4.93;80.25;2312.85;2.234.257.233;6.573;FALSE;24185.27
1;26/10/2012;69.16;3.506;2585.85;31.75;6;1057.16;1305.01;2.234.442.513;6.573;FALSE;27390.81
1;02/11/2012;55.32;3.386;6766.44;5147.7;50.82;3639.9;2737.42;2.234.627.793;6.573;FALSE;50605.27
1;09/11/2012;61.24;3.314;11421.32;3370.89;40.28;4646.79;6154.16;2.234.813.073;6.573;FALSE;44682.74
1;16/11/2012;52.92;3.252;9696.28;292.1;103.78;1133.15;6612.69;2.235.129.105;6.573;FALSE;47928.89
1;23/11/2012;56.23;3.211;883.59;4.17;74910.32;209.91;303.32;2.235.619.474;6.573;TRUE;44292.87
1;30/11/2012;52.34;3.207;2460.03;NA;3838.35;150.57;6966.34;2.236.109.842;6.573;FALSE;48397.98
1;07/12/2012;64.12;3.198;6343.16;NA;270;2928.9;10147.9;2.236.600.211;6.573;FALSE;43751.94
1;14/12/2012;48.89;3.168;3504.83;NA;73.26;1636.8;2779.6;2.237.192.767;6.573;FALSE;43615.49
1;21/12/2012;56.02;3.098;8231.71;NA;274;358.15;2834.02;2.238.398.455;6.573;FALSE;41892.55
1;28/12/2012;44.79;3.108;12659.55;37101.13;174.78;74.46;1208.86;2.239.604.143;6.573;TRUE;47450.5
1;04/01/2013;41.73;3.161;1214.08;25366.33;15.01;72.36;3940.02;224.080.983;6.525;FALSE;46549.73
1;11/01/2013;50.32;3.243;6520.24;16134.6;12.17;774.55;4001.25;2.242.015.518;6.525;FALSE;45025.02
1;18/01/2013;42.92;3.237;3772.69;3559.46;3.88;246.62;1900.4;2.242.358.132;6.525;FALSE;44418.11
1;25/01/2013;53.37;3.227;965.89;1097.91;0.1;225.36;1831.88;2.242.355.518;6.525;FALSE;45971.3
1;01/02/2013;56.46;3.244;9290.91;1359.9;265;20657.82;972.61;2.242.352.903;6.525;FALSE;47903.01
1;08/02/2013;56.67;3.417;32355.16;729.8;280.89;20426.61;4671.78;2.242.350.289;6.525;TRUE;43675.61
1;15/02/2013;49.66;3.475;72937.29;6665.52;47.21;13014.67;6310.18;2.242.760.526;6.525;FALSE;44319.15
1;22/02/2013;50.25;3.597;20107.75;3163.89;42.2;15657.3;5812.86;2.244.202.895;6.525;FALSE;44619.52
1;01/03/2013;48.01;3.711;10610.74;261.46;2.8;25.54;2747.59;2.245.645.263;6.525;FALSE;48754.47
1;08/03/2013;50.81;3.658;5000.58;290.46;78.77;606.15;3697.11;2.247.087.632;6.525;FALSE;47089.54
1;15/03/2013;55.33;3.622;3808.13;NA;15.65;2616.6;1909.17;2.248.356.808;6.525;FALSE;44428.71
1;22/03/2013;63.42;3.611;12553.98;NA;495.1;6787.75;2545.66;2.249.193.005;6.525;FALSE;45299.92
1;29/03/2013;51;3.606;13067.46;NA;384.9;122.93;3903.8;2.250.029.202;6.525;FALSE;47077.72
1;05/04/2013;58.59;3.583;12872.34;5687.86;485.97;478.04;5092.33;2.250.865.399;6.314;FALSE;46752.12
1;12/04/2013;62.72;3.529;3672.43;932.58;52.86;949.07;2836.64;2.251.701.596;6.314;FALSE;44339.2
1;19/04/2013;67.1;3.451;3530.36;3.95;107.5;458.76;2062.05;2.251.701.596;6.314;FALSE;44763.33
1;26/04/2013;59.23;3.417;2387.72;NA;98.34;516.28;1421.63;2.251.701.596;6.314;FALSE;45833.77
1;03/05/2013;66.66;3.386;2298.63;2;129.9;55.46;1301.04;NA;NA;FALSE;50031.73
1;10/05/2013;63.9;3.392;4624.61;83.88;42.38;1618.31;8144.9;NA;NA;FALSE;45475.69
1;17/05/2013;69.53;3.454;16170.5;92;8.32;4127.24;6206.97;NA;NA;FALSE;49754.17
1;24/05/2013;77.19;3.494;7959.89;178;1621.47;3152.57;2938.7;NA;NA;FALSE;49623.53
1;31/05/2013;78.02;3.466;2369.77;142.45;475.35;45.55;2056.84;NA;NA;FALSE;49015.05
1;07/06/2013;76.44;3.439;3514.75;742.59;116.15;1015.44;5137.09;NA;NA;FALSE;45182.5
1;14/06/2013;79.86;3.431;12592.32;527.48;402.88;7474.56;2484.44;NA;NA;FALSE;44681.64
1;21/06/2013;81.35;3.479;8104.02;417.99;327.33;5182.25;3754.44;NA;NA;FALSE;42477.49
1;28/06/2013;83.94;3.495;4205.98;796.7;6.84;3816.78;4812.74;NA;NA;FALSE;45829.02
1;05/07/2013;79.85;3.422;7649.99;3503.29;1766.77;9454.96;1079.89;NA;NA;FALSE;46387.54
1;12/07/2013;83.12;3.4;6089.94;1362.42;209.62;2367.42;2651.05;NA;NA;FALSE;43110.79
1;19/07/2013;79.26;3.556;3117.04;1060.39;199.05;1012.3;5381.72;NA;NA;FALSE;42371.48
1;26/07/2013;81.54;3.62;332.17;673.19;1;38.63;1245.2;NA;NA;FALSE;44081.33
2;05/02/2010;40.19;2.572;NA;NA;NA;NA;NA;2.107.526.053;8.324;FALSE;46381.43
2;12/02/2010;38.49;2.548;NA;NA;NA;NA;NA;2.108.979.935;8.324;TRUE;43194.49
2;19/02/2010;39.69;2.514;NA;NA;NA;NA;NA;2.109.451.605;8.324;FALSE;41443.25
2;26/02/2010;46.1;2.561;NA;NA;NA;NA;NA;2.109.759.573;8.324;FALSE;45681.98
2;05/03/2010;47.17;2.625;NA;NA;NA;NA;NA;2.110.067.542;8.324;FALSE;44405.02
2;12/03/2010;57.56;2.667;NA;NA;NA;NA;NA;211.037.551;8.324;FALSE;46955.82
2;19/03/2010;54.52;2.72;NA;NA;NA;NA;NA;2.108.733.316;8.324;FALSE;49303.28
2;26/03/2010;51.26;2.732;NA;NA;NA;NA;NA;2.106.766.095;8.324;FALSE;59889.32
2;02/04/2010;63.27;2.719;NA;NA;NA;NA;NA;2.104.798.874;8.2;FALSE;35819.83
2;09/04/2010;65.41;2.77;NA;NA;NA;NA;NA;2.102.831.653;8.2;FALSE;43202.29
2;16/04/2010;68.07;2.808;NA;NA;NA;NA;NA;2.101.495.463;8.2;FALSE;39857.4
2;23/04/2010;65.11;2.795;NA;NA;NA;NA;NA;2.101.000.648;8.2;FALSE;41596.99
2;30/04/2010;66.98;2.78;NA;NA;NA;NA;NA;2.100.505.833;8.2;FALSE;41651.01
2;07/05/2010;71.28;2.835;NA;NA;NA;NA;NA;2.100.011.018;8.2;FALSE;46829.12
2;14/05/2010;73.31;2.854;NA;NA;NA;NA;NA;2.099.984.585;8.2;FALSE;47595.35
2;21/05/2010;74.83;2.826;NA;NA;NA;NA;NA;2.102.768.443;8.2;FALSE;49202.06
2;28/05/2010;81.13;2.759;NA;NA;NA;NA;NA;2.105.552.301;8.2;FALSE;46165.25
2;04/06/2010;81.81;2.705;NA;NA;NA;NA;NA;210.833.616;8.2;FALSE;53035.54
2;11/06/2010;83.4;2.668;NA;NA;NA;NA;NA;2.111.120.018;8.2;FALSE;48465.72
2;18/06/2010;85.81;2.637;NA;NA;NA;NA;NA;2.111.096.543;8.2;FALSE;45222.3
2;25/06/2010;86.26;2.653;NA;NA;NA;NA;NA;2.109.950.134;8.2;FALSE;44293.54
2;02/07/2010;82.74;2.669;NA;NA;NA;NA;NA;2.108.803.726;8.099;FALSE;46991.58
2;09/07/2010;82.59;2.642;NA;NA;NA;NA;NA;2.107.657.317;8.099;FALSE;48501.79
2;16/07/2010;85.32;2.623;NA;NA;NA;NA;NA;2.107.577.954;8.099;FALSE;44464.74
2;23/07/2010;87.66;2.608;NA;NA;NA;NA;NA;2.108.921.319;8.099;FALSE;46544.56
2;30/07/2010;83.49;2.64;NA;NA;NA;NA;NA;2.110.264.684;8.099;FALSE;43682.41
2;06/08/2010;89.53;2.627;NA;NA;NA;NA;NA;2.111.608.049;8.099;FALSE;50139.92
2;13/08/2010;89.05;2.692;NA;NA;NA;NA;NA;2.112.951.413;8.099;FALSE;44274.15
2;20/08/2010;88.7;2.664;NA;NA;NA;NA;NA;2.112.596.586;8.099;FALSE;44302.11
2;27/08/2010;87.12;2.619;NA;NA;NA;NA;NA;2.112.241.759;8.099;FALSE;45072.11
2;03/09/2010;81.83;2.577;NA;NA;NA;NA;NA;2.111.886.931;8.099;FALSE;47844.27
2;10/09/2010;79.09;2.565;NA;NA;NA;NA;NA;2.111.532.104;8.099;TRUE;46363.93
2;17/09/2010;82.05;2.582;NA;NA;NA;NA;NA;2.111.806.415;8.099;FALSE;42939.63
2;24/09/2010;81.79;2.624;NA;NA;NA;NA;NA;2.112.552.578;8.099;FALSE;42415.81
2;01/10/2010;69.24;2.603;NA;NA;NA;NA;NA;2.113.298.742;8.163;FALSE;45247.74
2;08/10/2010;63.19;2.633;NA;NA;NA;NA;NA;2.114.044.906;8.163;FALSE;44623.23
2;15/10/2010;65.8;2.72;NA;NA;NA;NA;NA;2.114.713.286;8.163;FALSE;43260.96
2;22/10/2010;68.5;2.725;NA;NA;NA;NA;NA;2.115.187.208;8.163;FALSE;45113.56
2;29/10/2010;66.24;2.716;NA;NA;NA;NA;NA;2.115.661.131;8.163;FALSE;43191.02
2;05/11/2010;57.85;2.689;NA;NA;NA;NA;NA;2.116.135.053;8.163;FALSE;49359.75
2;12/11/2010;59.69;2.728;NA;NA;NA;NA;NA;2.116.608.975;8.163;FALSE;45341.92
2;19/11/2010;50.81;2.771;NA;NA;NA;NA;NA;2.115.470.304;8.163;FALSE;46391.12
2;26/11/2010;62.98;2.735;NA;NA;NA;NA;NA;2.114.062.867;8.163;TRUE;47659.93
2;03/12/2010;49.33;2.708;NA;NA;NA;NA;NA;211.265.543;8.163;FALSE;49419.75
2;10/12/2010;45.5;2.843;NA;NA;NA;NA;NA;2.111.247.993;8.163;FALSE;43315.85
2;17/12/2010;47.55;2.869;NA;NA;NA;NA;NA;2.110.645.458;8.163;FALSE;42963.96
2;24/12/2010;49.97;2.886;NA;NA;NA;NA;NA;2.110.646.599;8.163;FALSE;43390.94
2;31/12/2010;47.3;2.943;NA;NA;NA;NA;NA;211.064.774;8.163;TRUE;46045.09
2;07/01/2011;44.69;2.976;NA;NA;NA;NA;NA;2.110.648.881;8.028;FALSE;49880.69
2;14/01/2011;33.02;2.983;NA;NA;NA;NA;NA;2.111.176.713;8.028;FALSE;43306.38
2;21/01/2011;41.4;3.016;NA;NA;NA;NA;NA;2.114.864.691;8.028;FALSE;42487.67
2;28/01/2011;42.83;3.01;NA;NA;NA;NA;NA;2.118.552.668;8.028;FALSE;41682.4
2;04/02/2011;38.25;2.989;NA;NA;NA;NA;NA;2.122.240.646;8.028;FALSE;47313.62
2;11/02/2011;33.19;3.022;NA;NA;NA;NA;NA;2.125.928.624;8.028;TRUE;44936.47
2;18/02/2011;57.83;3.045;NA;NA;NA;NA;NA;2.129.033.115;8.028;FALSE;43997.78
2;25/02/2011;60.8;3.065;NA;NA;NA;NA;NA;213.190.421;8.028;FALSE;44259.59
2;04/03/2011;57.77;3.288;NA;NA;NA;NA;NA;2.134.775.305;8.028;FALSE;45928.14
2;11/03/2011;52.7;3.459;NA;NA;NA;NA;NA;2.137.646.401;8.028;FALSE;49357.43
2;18/03/2011;62.32;3.488;NA;NA;NA;NA;NA;2.140.156.238;8.028;FALSE;51137.42
2;25/03/2011;69.42;3.473;NA;NA;NA;NA;NA;2.142.521.573;8.028;FALSE;65615.36
2;01/04/2011;55.43;3.524;NA;NA;NA;NA;NA;2.144.886.908;7.931;FALSE;43539.94
2;08/04/2011;67;3.622;NA;NA;NA;NA;NA;2.147.252.242;7.931;FALSE;44481.38
2;15/04/2011;69.48;3.743;NA;NA;NA;NA;NA;2.149.420.631;7.931;FALSE;43353.09
